source_id,ra,dec,w3sky,w4sky,w3conf,w4conf,w3sigsk,w4sigsk,w3rchi2,w4rchi2,nb,na,ext_flg,w3snr,w4snr,dist_x,designation_aw,glat,ecl_lat,n1_flag,n1_ncat,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag_0.95,n2_flag_0.99,n2_flag_0.999,n2_flag,nebular_flag
2015025830100621824,349.020875189356,62.03953826433347,1870.587,485.888,19.905,7.212,42.996,12.693,1.043,0.9834,3,0,0,7.8,4.6,0.096362,J231605.00+620222.2,1.207597893934106,57.76906662775898,True,3,HII_SH2,161,687.0250314805315,1650.0,1.0,True,True,True,True,True
2015240574164797184,348.5536872835679,62.31097777836165,1748.515,436.513,21.533,4.272,33.28,11.522,0.9166,1.048,1,0,0,6.7,6.7,0.148749,J231412.88+621839.3,1.5396927701275387,58.11339058251921,True,1,HII_WISE,G111.946+01.336,747.1164640030781,880.0,1.0,True,True,True,True,True
2015452745550269952,351.24859102127243,61.22420117282756,1522.722,403.852,10.754,4.167,34.248,12.256,0.9848,1.017,1,0,0,10.9,9.0,0.173958,J232459.63+611327.1,0.0781709765101787,56.44090242340378,True,2,DARK_LDN,1238,6141.941809490364,7599.614842160554,0.9998761303109129,True,True,True,True,True
2015504564339161472,353.6051439315006,61.397345269550485,1593.639,409.742,0.0,0.0,32.54,12.186,1.405,0.9935,3,0,0,12.3,5.2,0.470707,J233425.28+612350.1,-0.1087453689172798,55.76359288398045,True,3,DARK_LDN,1238,5909.511996133451,7599.614842160554,1.0,True,True,True,True,True
2015539542553523072,354.6328348656892,61.73678263414964,1588.273,408.7,0.0,1.05,29.446,10.843,1.131,1.076,1,0,0,11.6,6.6,0.507493,J233831.80+614412.4,0.0765986164516348,55.66153181456327,True,3,SNR_GREEN,G114.3+00.3,918.1124543080913,2700.0,1.0,True,True,True,True,True
2015771195911625344,351.7445581307207,62.334466813985465,1580.382,410.724,0.0,1.626,30.738,10.687,0.8727,0.997,1,0,0,7.8,6.2,0.281015,J232658.67+622004.3,1.0524181586943582,57.04609658016665,True,1,DARK_LDN,1248,2235.367220056593,4192.1070468503785,1.0,True,True,True,True,True
2016189285210084992,358.86728844567835,63.76607250273961,1578.958,411.379,0.0,0.0,35.42,11.393,0.9993,1.103,3,0,0,10.3,6.7,0.231344,J235528.11+634557.8,1.5632894309563443,55.736224461712354,True,2,HII_WISE,G116.771+01.561,83.65408581549467,117.0,1.0,True,True,True,True,True
2016453472931015296,358.87367677436544,64.3230950951556,1658.478,418.294,4.969,0.901,34.36,11.671,1.039,1.05,3,0,0,8.4,5.6,0.189518,J235529.65+641923.1,2.106652638349659,56.12651684852692,False,0,,,,,1.0,True,True,True,True,True
2016460516677876096,359.488166931644,64.43021337923292,1534.64,393.917,9.965,4.289,45.58,11.69,0.9966,0.8402,3,0,0,8.3,5.9,0.193426,J235757.16+642548.5,2.1554016450907088,56.01232361807729,False,0,,,,,0.9998761303109129,True,True,True,True,True
2017523297743494144,359.84986943103206,65.77246981591462,1562.735,401.786,10.479,2.079,27.029,10.42,1.043,1.001,1,0,0,8.3,3.7,0.316479,J235923.91+654620.8,3.438650499914541,56.83522713234866,True,2,DARK_LDN,1272,5539.34643221057,5987.38869005056,1.0,True,True,True,True,True
2021763293782822400,296.3209186519679,26.16248571728197,2100.262,512.379,0.0,0.0,34.341,11.745,1.178,1.147,1,0,0,7.0,6.2,0.407786,J194517.03+260944.6,0.8650125179140423,46.430904313998376,True,1,DARK_LDN,798,1454.6084062242724,3211.4234090749883,1.0,True,True,True,True,True
2021892692580340480,294.74583551636186,25.94659564867484,1756.055,469.628,15.457,7.542,29.696,11.27,1.451,1.039,2,1,0,11.6,4.8,0.123459,J193858.99+255647.6,1.9870487976740452,46.57428473814327,True,1,HII_WISE,G061.343+01.996,393.12513798973123,563.0,1.0,True,True,True,True,True
2026629560439421568,298.3275437565902,24.88469865535044,2001.905,505.376,15.343,3.347,31.115,13.736,1.023,1.05,2,0,0,7.0,6.2,0.334052,J195318.59+245305.1,-1.343619210653171,44.72501702720628,True,1,DARK_LDN,787,9914.760900275658,9950.231504774463,1.0,True,True,True,True,True
2028466462097073280,299.0096679478318,28.38737422695479,2015.82,502.355,9.701,1.956,39.44,13.68,2.185,1.725,1,0,0,17.4,9.1,0.354009,J195602.29+282314.3,-0.0572604770825941,47.92254494743856,True,1,SNR_GREEN,G065.1+00.6,1294.286668131688,2700.0,1.0,True,True,True,True,True
2031056537863493376,300.6667425653996,31.90946615950792,2011.421,481.999,15.544,4.202,32.465,11.177,1.127,0.9655,1,0,0,11.4,4.8,0.286308,J200240.02+315433.8,0.5718331625593281,50.84175531824406,True,1,DARK_LDN,841,7709.902795827036,11124.69701826786,1.0,True,True,True,True,True
2034295011942918528,298.439125875778,32.59928664114262,1573.085,422.053,4.865,1.854,32.274,10.653,1.047,1.052,2,1,0,9.3,4.1,0.282219,J195345.41+323557.5,2.5385862413001004,52.089716195190086,True,2,SNR_GREEN,G069.0+02.7,1186.7525961641284,2400.0,1.0,True,True,True,True,True
