source_id,s23_label,m1_used,m1_source,amrf,margin_at_1p25,p_class3_mc,cuts_core,cuts_eb26,significance,goodness_of_fit
2843598860572518656,WD,0.45990208,binary_masses,0.6696126396150386,1.4567078500664212,0.979,True,True,20.288864,0.60052234
1626845895609073536,WD,0.35151428,binary_masses,0.7910145491823761,1.8076377729194288,0.994,True,True,92.744354,0.919474
5212664063261320704,WD,0.45458087,binary_masses,0.6675234766182152,1.4592351314957963,1.0,True,True,37.63722,0.75232524
5411675667897698048,WD,0.3083497,binary_masses,0.847809986326842,1.838660394283113,0.99,True,True,88.187584,-0.84264934
785780866855608192,WD,0.4235288,binary_masses,0.6971292730583382,1.5570934160017516,1.0,True,False,63.802467,4.6320667
5527237638507221376,WD,0.43961146,binary_masses,0.6804130894233111,1.5078160728010856,0.947,True,True,26.805151,0.5822237
5992613081828524288,WD,0.43017733,binary_masses,0.6843386504520832,1.523536942186537,0.994,True,True,30.68069,-1.3178321
4464652765148795136,WD,0.1874022,binary_masses,1.1074415036070164,1.7783119484551084,0.944,True,True,34.77811,1.2120876
4448242828981821824,WD,0.3733187,binary_masses,0.7474040926351956,1.726927945088506,1.0,True,True,36.997444,0.31522596
6685604337007194368,WD,0.47194532,binary_masses,0.6422890958180651,1.393884795527858,1.0,True,True,71.89488,-0.54506296
6380360186645909760,WD,0.4112761,binary_masses,0.6919064010860567,1.5546877706962507,0.987,True,True,120.55218,0.7999469
1098489704734299648,WD,0.40596408,binary_masses,0.679914375359191,1.5317002755409659,1.0,True,True,90.86718,1.0664852
3484138291549376128,WD,0.23904867,binary_masses,0.9270584303651465,1.7680369005888006,1.0,True,True,54.004112,-2.445256
4212627137946990336,WD,0.4049577,binary_masses,0.6201080633416254,1.397655598671984,0.905,True,True,29.348795,1.6814001
4616146191642331008,WD,0.25932837,binary_masses,0.7785643251811936,1.5576386325866587,1.0,True,True,106.75301,1.4458616
2058205713339121536,WD,0.27741674,binary_masses,0.7399782897875213,1.537699415730462,1.0,True,True,14.122249,-0.6733908
